Strategy,Final Value,Total Return,Annualized Return,Maximum Drawdown,Volatility,Sharpe Ratio
DCA,309934.0729456492,4.1228772387710615,0.17588545847690806,-0.16462508983555957,0.41956624491045247,1.688974322640311
Momentum,224145.80177585955,2.7048892855513977,0.13869512476845935,-0.15286136233394923,0.41012196963485564,1.6290060139893798
